name,constellation,magnitude,ra,dec
HIP 3067,Scorpius,2.34,13.81854,36.97599
HIP 3068,Pegasus,3.58,1.96038,53.33707
HIP 3069,Ursa Major,2.61,6.45614,-46.05591
HIP 3070,Draco,3.04,23.85749,76.43578
HIP 3071,Andromeda,2.95,7.28413,-52.91641
HIP 3072,Cygnus,6.65,1.77405,-54.34486
HIP 3073,Cygnus,1.97,9.83565,29.39493
HIP 3074,Cassiopeia,3.11,3.11543,70.23646
HIP 3075,Lyra,2.03,12.47563,-55.82357
HIP 3076,Ursa Major,1.58,23.15458,80.14829
HIP 3077,Orion,7.2,16.37777,-82.93546
HIP 3078,Andromeda,4.62,12.09003,87.7568
HIP 3079,Pegasus,6.72,17.82239,-2.92503
HIP 3080,Ursa Major,1.63,13.04989,23.46068
HIP 3081,Andromeda,5.62,7.42068,-39.83768
HIP 3082,Cassiopeia,5.64,14.81561,80.36656
HIP 3083,Cygnus,7.64,5.47762,5.33925
HIP 3084,Lyra,7.86,3.97532,44.31338
HIP 3085,Taurus,6.31,19.40698,-45.62608
HIP 3086,Orion,7.88,19.18846,-45.35253
HIP 3087,Scorpius,3.22,17.56562,86.45409
HIP 3088,Pegasus,5.77,0.05524,-85.49078
HIP 3089,Aquarius,2.12,18.06198,17.13454
HIP 3090,Aquarius,7.78,1.96527,69.97848
HIP 3091,Taurus,4.18,3.24816,-89.1129
HIP 3092,Cygnus,3.16,23.01592,-11.23865
HIP 3093,Lyra,1.2,15.46998,15.69779
HIP 3094,Orion,4.36,11.00084,35.80921
HIP 3095,Ursa Major,2.57,16.98726,-58.47304
HIP 3096,Cygnus,5.86,18.63645,-86.48371
HIP 3097,Orion,6.87,2.01701,-33.46595
HIP 3098,Cassiopeia,7.82,11.97421,87.17997
HIP 3099,Taurus,6.58,9.20631,60.64696
HIP 3100,Pegasus,7.04,4.14435,-50.45161
HIP 3101,Lyra,2.42,8.87877,-50.52137
HIP 3102,Cassiopeia,2.74,20.63943,-71.30164
HIP 3103,Scorpius,5.06,22.54832,-1.49758
HIP 3104,Taurus,5.17,19.83703,83.00463
HIP 3105,Orion,3.7,20.2497,-78.50494
HIP 3106,Aquarius,6.87,11.84417,23.89721
HIP 3107,Pegasus,5.86,5.91229,-56.9543
HIP 3108,Leo,6.67,6.74401,45.47099
HIP 3109,Orion,7.25,20.04513,-72.60931
HIP 3110,Taurus,3.51,19.12187,19.00351
HIP 3111,Ursa Major,2.32,4.62267,-63.60088
HIP 3112,Ursa Major,4.94,23.88988,46.9981
HIP 3113,Ursa Major,5.55,16.92706,7.40299
HIP 3114,Scorpius,5.1,3.42194,-77.31102
HIP 3115,Taurus,7.93,22.15183,67.2655
HIP 3116,Orion,1.65,2.58327,-73.82669
HIP 3117,Cassiopeia,6.44,1.59372,4.31127
HIP 3118,Cassiopeia,3.3,6.67397,-80.86586
HIP 3119,Lyra,7.34,5.91155,84.63763
HIP 3120,Lyra,1.79,19.40202,-10.93974
HIP 3121,Leo,7.08,4.19961,-88.65169
HIP 3122,Scorpius,2.86,6.0594,-56.51941
HIP 3123,Orion,1.85,19.87817,43.56968
HIP 3124,Leo,5.19,12.99899,41.02119
HIP 3125,Leo,7.86,23.43659,-77.94465
HIP 3126,Cygnus,6.37,10.82422,78.68675
HIP 3127,Cygnus,5.83,13.36476,66.84993
HIP 3128,Draco,1.7,15.33873,-72.18994
HIP 3129,Cassiopeia,4.49,15.30127,58.49716
HIP 3130,Lyra,1.11,23.97295,-74.23635
HIP 3131,Draco,7.15,15.86843,5.10734
HIP 3132,Ursa Major,3.64,5.1566,72.83984
HIP 3133,Lyra,6.52,0.70042,43.31359
HIP 3134,Andromeda,6.5,0.60675,42.33349
HIP 3135,Draco,1.57,15.07337,-70.65613
HIP 3136,Pegasus,7.76,2.85062,18.73954
HIP 3137,Aquarius,2.89,14.44022,30.7197
HIP 3138,Orion,5.54,22.97838,48.17659
HIP 3139,Ursa Major,7.89,5.14789,-79.29837
HIP 3140,Taurus,6.76,18.97696,-34.24028
HIP 3141,Andromeda,3.31,14.70369,52.79063
HIP 3142,Lyra,1.78,7.98918,78.18014
HIP 3143,Taurus,1.06,13.89625,89.08886
HIP 3144,Draco,4.97,8.09145,31.54402
HIP 3145,Scorpius,1.32,14.22954,67.20354
HIP 3146,Pegasus,7.26,2.35941,39.30519
HIP 3147,Scorpius,3.44,17.52201,-71.03419
HIP 3148,Orion,3.09,7.17029,4.16783
HIP 3149,Cygnus,2.01,1.35929,-64.14841
HIP 3150,Aquarius,7.17,13.30644,-24.1576
HIP 3151,Ursa Major,1.65,18.63824,9.86528
HIP 3152,Cassiopeia,1.1,18.09203,27.39334
HIP 3153,Orion,3.92,15.8277,83.32737
HIP 3154,Pegasus,4.89,22.62578,62.18335
HIP 3155,Lyra,4.06,10.83253,40.83291
HIP 3156,Andromeda,5.29,13.84431,8.32675
HIP 3157,Cassiopeia,4.58,14.15051,20.14401
HIP 3158,Aquarius,4.77,21.169,53.0594
HIP 3159,Andromeda,6.61,1.02133,85.64665
HIP 3160,Draco,7.36,3.61909,-88.66146
HIP 3161,Ursa Major,1.07,4.74558,-47.51903
HIP 3162,Aquarius,7.36,7.72691,54.6851
HIP 3163,Scorpius,3.83,4.42311,14.32121
HIP 3164,Aquarius,2.02,8.46015,17.82902
HIP 3165,Lyra,3.65,4.89561,8.28733
HIP 3166,Lyra,7.72,19.97926,72.11989
HIP 3167,Pegasus,3.66,5.16565,75.59715
HIP 3168,Cassiopeia,4.48,20.27442,-49.83749
HIP 3169,Taurus,4.62,7.84774,82.50638
HIP 3170,Pegasus,1.35,7.52328,52.61427
HIP 3171,Draco,6.19,4.51393,-75.22288
HIP 3172,Scorpius,2.94,2.95521,-31.22527
HIP 3173,Leo,1.66,15.59094,-89.71591
HIP 3174,Leo,2.94,16.24197,17.30725
HIP 3175,Cassiopeia,4.8,21.40609,71.062
HIP 3176,Pegasus,5,0.21125,52.83707
HIP 3177,Scorpius,2.07,7.30212,3.98976
HIP 3178,Ursa Major,3.25,3.47652,-55.30011
HIP 3179,Cassiopeia,3.05,15.66054,-2.3105
HIP 3180,Taurus,3.8,19.8478,58.33381
HIP 3181,Aquarius,2.29,15.26983,80.24676
HIP 3182,Taurus,7.45,8.7937,72.86246
HIP 3183,Orion,1.45,12.11465,-22.57584
HIP 3184,Taurus,2.37,13.68922,21.90482
HIP 3185,Ursa Major,7.27,12.24937,-65.82189
HIP 3186,Aquarius,4.75,11.47605,-68.58322
HIP 3187,Andromeda,3.88,17.25547,34.59281
HIP 3188,Cygnus,3.27,6.79543,-70.18615
HIP 3189,Orion,7.73,5.64181,-45.0833
HIP 3190,Draco,2.68,17.26842,-5.55486
HIP 3191,Ursa Major,2.18,12.38284,38.0031
HIP 3192,Aquarius,4.11,2.68565,-85.76174
HIP 3193,Leo,5.88,1.47244,-3.47312
HIP 3194,Pegasus,3.11,11.73578,-83.3065
HIP 3195,Orion,7.98,17.70764,-57.9205
HIP 3196,Leo,5.74,14.9463,-30.54841
HIP 3197,Andromeda,6.25,0.5848,45.10806
HIP 3198,Cassiopeia,3.95,3.69756,-89.31814
HIP 3199,Scorpius,3.56,1.71258,-84.00543
HIP 3200,Cygnus,2.37,2.61119,-27.25113
HIP 3201,Andromeda,1.94,23.32598,-62.28294
HIP 3202,Lyra,2.24,16.85328,-59.77942
HIP 3203,Pegasus,1.92,4.4212,-0.01885
HIP 3204,Ursa Major,6.09,15.58417,55.8062
HIP 3205,Andromeda,3.58,11.7509,-27.75467
HIP 3206,Pegasus,7.56,0.10585,-27.2186
HIP 3207,Lyra,4.39,3.5251,49.73454
HIP 3208,Cassiopeia,3.2,4.40686,-82.44817
HIP 3209,Andromeda,7.99,18.56266,22.0853
HIP 3210,Draco,5.32,8.49725,34.69248
HIP 3211,Draco,3.95,14.56643,44.77907
HIP 3212,Cassiopeia,4.64,4.5509,-10.72694
HIP 3213,Pegasus,7.27,5.42753,-24.59147
HIP 3214,Scorpius,7.28,16.77836,-62.05362
HIP 3215,Leo,7.58,22.99563,53.88781
HIP 3216,Andromeda,3.6,2.50789,84.07939
HIP 3217,Cygnus,5.11,18.05621,-73.17561
HIP 3218,Aquarius,7.43,12.01112,-44.31028
HIP 3219,Cygnus,1.56,23.64016,-14.27546
HIP 3220,Cygnus,2.57,5.12169,-42.98303
HIP 3221,Pegasus,1.48,14.07702,-0.8479
HIP 3222,Leo,2.26,15.80272,11.78477
HIP 3223,Cassiopeia,5.53,5.95129,20.56874
HIP 3224,Cassiopeia,1.86,16.7687,-57.05407
HIP 3225,Scorpius,3.99,22.50405,-87.61805
HIP 3226,Scorpius,1.37,2.00318,-43.17858
HIP 3227,Cygnus,7.09,14.60133,-40.97562
HIP 3228,Andromeda,2.69,19.32896,19.97456
HIP 3229,Cygnus,1.21,12.72761,33.11702
HIP 3230,Orion,3.32,1.51409,59.46883
HIP 3231,Orion,4.06,23.73263,55.35845
HIP 3232,Cygnus,1.2,18.33045,1.69811
HIP 3233,Cygnus,6.84,20.72474,89.90786
HIP 3234,Cassiopeia,1.63,21.61098,24.34571
HIP 3235,Cassiopeia,6.01,16.00583,8.47734
HIP 3236,Ursa Major,5.28,9.21741,46.70683
HIP 3237,Taurus,1.76,9.51042,-34.93742
HIP 3238,Lyra,6.41,4.8125,-31.71108
HIP 3239,Ursa Major,3.27,8.09816,-89.98858
HIP 3240,Draco,7.13,11.50827,15.98331
HIP 3241,Cassiopeia,6.88,7.9005,-76.32458
HIP 3242,Pegasus,4.66,12.50268,49.91696
HIP 3243,Andromeda,3.11,2.17197,52.67706
HIP 3244,Leo,5.88,18.52918,51.87492
HIP 3245,Draco,2.19,4.37827,-27.39776
HIP 3246,Taurus,3.36,13.62258,-79.75277
HIP 3247,Taurus,6.83,17.48611,44.61876
HIP 3248,Orion,6.92,15.25429,-84.15325
HIP 3249,Aquarius,2.52,13.10534,47.52753
HIP 3250,Leo,3.81,20.78275,14.65493
HIP 3251,Lyra,6.39,14.79649,-65.33605
HIP 3252,Draco,7.88,10.87377,-22.95608
HIP 3253,Cygnus,5.37,12.48401,61.71466
HIP 3254,Leo,2.96,13.50344,65.23802
HIP 3255,Ursa Major,2.49,22.42869,43.11657
HIP 3256,Orion,4.22,0.78524,-40.8407
HIP 3257,Lyra,7.62,22.31379,44.39971
HIP 3258,Orion,5.38,9.28298,-16.0539
HIP 3259,Cygnus,6.93,12.34483,-66.95809
HIP 3260,Leo,5.57,6.57097,39.24472
HIP 3261,Leo,1.29,20.49246,3.19735
HIP 3262,Scorpius,5.62,19.91242,-70.98122
HIP 3263,Lyra,3.08,16.10482,57.54458
HIP 3264,Cygnus,7.09,11.5503,21.09039
HIP 3265,Orion,7.51,13.03111,-76.67761
HIP 3266,Taurus,7.74,13.13999,-60.29703
HIP 3267,Draco,6.88,19.90993,54.68732
HIP 3268,Pegasus,1.27,20.34189,-12.92586
HIP 3269,Scorpius,6.83,21.2349,84.56905
HIP 3270,Cassiopeia,7.76,13.9121,19.50157
HIP 3271,Leo,6.24,9.99327,64.7085
HIP 3272,Pegasus,3.16,1.70481,22.93695
HIP 3273,Cassiopeia,7.78,3.65103,-82.68269
HIP 3274,Ursa Major,5.49,6.61626,-25.17355
HIP 3275,Draco,1.07,9.62579,48.67913
HIP 3276,Orion,3.7,13.5123,-34.61332
HIP 3277,Ursa Major,5.77,12.60549,-34.67279
HIP 3278,Pegasus,6.94,23.92885,12.78787
HIP 3279,Scorpius,7.67,15.68343,15.40724
HIP 3280,Aquarius,7.59,21.15522,33.9956
HIP 3281,Pegasus,4.66,11.60235,-73.93532
HIP 3282,Draco,1.71,2.1719,48.71413
HIP 3283,Cygnus,5.77,4.93397,36.44477
HIP 3284,Lyra,5.27,23.99252,-82.94694
HIP 3285,Lyra,2.95,11.95749,33.61283
HIP 3286,Taurus,3.06,8.89182,22.0401
HIP 3287,Cygnus,5.03,4.27064,-36.68557
HIP 3288,Aquarius,4.03,10.03751,-39.64691
HIP 3289,Draco,2.68,22.07342,48.84378
HIP 3290,Scorpius,1.17,13.99175,-78.37435
HIP 3291,Taurus,4.24,8.13957,87.50375
HIP 3292,Ursa Major,5.39,3.59666,-74.10809
HIP 3293,Orion,2.87,18.34393,54.68556
HIP 3294,Orion,4.23,17.39847,57.96115
HIP 3295,Lyra,3.11,13.32045,75.94254
HIP 3296,Scorpius,7.28,23.88883,-84.75643
HIP 3297,Ursa Major,3.14,6.75173,67.20231
HIP 3298,Scorpius,7.08,18.21285,-77.30309
HIP 3299,Aquarius,6.03,5.22219,55.27754
HIP 3300,Leo,2.23,17.20528,54.85197
HIP 3301,Leo,6.75,6.67214,0.1079
HIP 3302,Draco,7.08,2.73909,6.56186
HIP 3303,Orion,7.09,6.52948,59.96365
HIP 3304,Ursa Major,7.57,6.33746,3.74862
HIP 3305,Cygnus,3.15,16.97889,3.82669
HIP 3306,Orion,4.25,23.35249,-79.49149
HIP 3307,Pegasus,7.53,13.87434,50.37157
HIP 3308,Lyra,2.68,16.31313,-22.17608
HIP 3309,Cassiopeia,1.24,14.44003,1.87125
HIP 3310,Ursa Major,1.94,17.11361,-78.50737
HIP 3311,Taurus,2.75,8.54396,-6.1213
HIP 3312,Taurus,7.27,20.06421,69.96902
HIP 3313,Orion,7.9,19.61454,-71.11115
HIP 3314,Taurus,6.75,0.32478,49.68593
HIP 3315,Lyra,5.04,23.49094,-68.39153
HIP 3316,Aquarius,7.6,23.68367,-28.68131
HIP 3317,Leo,6.29,8.0903,2.64612
HIP 3318,Orion,3.96,3.50822,-1.85194
HIP 3319,Taurus,7.68,3.96787,-17.70564
HIP 3320,Taurus,5.81,23.59886,-16.07366
HIP 3321,Ursa Major,5.38,14.39774,41.29792
HIP 3322,Lyra,3.15,12.54344,19.02244
HIP 3323,Pegasus,3.53,5.25373,7.45438
HIP 3324,Scorpius,6.48,13.73394,1.02606
HIP 3325,Taurus,4.32,20.38889,41.53513
HIP 3326,Draco,2.99,12.61537,54.09049
HIP 3327,Draco,4.7,8.9043,84.60762
HIP 3328,Andromeda,7.69,17.76147,71.39653
HIP 3329,Ursa Major,6.01,17.63458,-2.90682
HIP 3330,Draco,5.07,4.72204,-12.57795
HIP 3331,Draco,7.29,12.85254,-26.72319
HIP 3332,Taurus,5.25,1.8749,67.11549
HIP 3333,Leo,6.93,11.66934,76.41386
HIP 3334,Lyra,5.88,18.86219,55.49936
HIP 3335,Pegasus,2.54,5.70726,64.06098
HIP 3336,Pegasus,4.64,20.90337,31.55913
HIP 3337,Orion,3.64,18.32244,70.07003
HIP 3338,Pegasus,7.31,18.79995,-63.55049
HIP 3339,Scorpius,7.52,3.95671,87.89444
HIP 3340,Draco,6.62,1.14468,-39.50239
HIP 3341,Andromeda,6.97,14.95666,-36.83807
HIP 3342,Draco,1.32,5.9427,-22.39218
HIP 3343,Pegasus,5.31,2.2188,45.41658
HIP 3344,Scorpius,2.57,3.29435,70.35888
HIP 3345,Scorpius,2.07,15.80448,49.36726
HIP 3346,Andromeda,2.91,2.58038,35.43552
HIP 3347,Lyra,6.17,21.91978,-26.87603
HIP 3348,Leo,1.23,15.75983,-45.33648
HIP 3349,Leo,1.76,0.24359,53.06493
HIP 3350,Cygnus,5.44,8.35555,-17.47024
HIP 3351,Lyra,1,23.47779,26.30294
HIP 3352,Cassiopeia,3.02,0.80805,-84.56207
HIP 3353,Orion,2.44,11.38657,65.20961
HIP 3354,Cygnus,3.76,17.47089,13.61698
HIP 3355,Taurus,4,16.54621,71.98677
HIP 3356,Scorpius,4.14,0.50143,65.1521
HIP 3357,Orion,3.46,16.44372,40.96854
HIP 3358,Lyra,5.63,23.59016,-82.01789
HIP 3359,Draco,2.68,5.62511,-18.85227
HIP 3360,Andromeda,1.37,20.47134,52.7346
HIP 3361,Cassiopeia,3.53,11.52409,-55.52343
HIP 3362,Cygnus,2.01,23.44657,35.027
HIP 3363,Orion,7.69,5.49798,-24.85094
HIP 3364,Pegasus,2.57,13.98103,-32.56747
HIP 3365,Taurus,4.48,10.07134,-21.91307
HIP 3366,Aquarius,3.83,1.03195,35.73005
HIP 3367,Pegasus,5.45,7.16796,-75.87198
HIP 3368,Leo,4.07,0.99177,83.55141
HIP 3369,Orion,4.26,1.83042,47.75185
HIP 3370,Andromeda,2.2,3.38017,7.9959
HIP 3371,Scorpius,2.86,4.26057,60.20819
HIP 3372,Cassiopeia,1.95,2.53481,-43.0708
HIP 3373,Cassiopeia,6.05,12.3039,-89.67351
HIP 3374,Cassiopeia,7.85,13.30962,-68.72311
HIP 3375,Lyra,1.38,22.04817,-78.75679
HIP 3376,Pegasus,3.42,1.28375,-68.54619
HIP 3377,Andromeda,5.28,12.46622,-41.76534
HIP 3378,Cassiopeia,5.29,22.81087,64.53768
HIP 3379,Taurus,5.79,8.60143,80.84426
HIP 3380,Leo,6.09,4.20138,-56.03978
HIP 3381,Aquarius,1.33,3.68228,13.60739
HIP 3382,Andromeda,4.81,10.23758,-15.47027
HIP 3383,Taurus,2.47,21.15474,-35.92535
HIP 3384,Draco,3.51,19.6728,-41.86737
HIP 3385,Aquarius,5.99,19.50417,-56.72866
HIP 3386,Pegasus,5.53,6.39773,12.48423
HIP 3387,Andromeda,3.46,9.66835,83.34099
HIP 3388,Cassiopeia,5.51,9.91284,-19.17079
HIP 3389,Cygnus,4.77,12.2441,71.86578
HIP 3390,Cassiopeia,7.69,0.84656,-15.63429
HIP 3391,Cygnus,7.03,0.72713,63.16816
HIP 3392,Scorpius,4.18,20.19144,-5.5128
HIP 3393,Aquarius,1.47,6.46384,-40.03071
HIP 3394,Orion,7.92,4.59424,-83.47608
HIP 3395,Aquarius,5.1,23.49585,-9.0761
HIP 3396,Leo,2.22,18.86074,73.57077
HIP 3397,Lyra,5.23,14.52405,86.22109
HIP 3398,Aquarius,4,19.01051,-39.11879
HIP 3399,Pegasus,6.99,19.26834,21.66261
HIP 3400,Pegasus,6.38,23.2077,-35.03162
HIP 3401,Taurus,4.22,14.41669,46.85373
HIP 3402,Scorpius,6.44,12.20769,-3.54626
HIP 3403,Ursa Major,7.44,13.36332,-54.77543
HIP 3404,Ursa Major,7.76,16.96849,-10.63563
HIP 3405,Andromeda,3.29,6.51601,-36.53602
HIP 3406,Draco,1.41,2.83589,27.07921
HIP 3407,Ursa Major,6.1,13.1258,21.93425
HIP 3408,Cassiopeia,2.72,10.79406,29.9392
HIP 3409,Orion,6.14,20.25228,34.70895
HIP 3410,Pegasus,5.1,5.32351,76.49115
HIP 3411,Cygnus,7.27,1.05758,-77.26796
HIP 3412,Scorpius,1.26,13.84538,14.21038
HIP 3413,Cygnus,1.18,11.15781,16.742
HIP 3414,Andromeda,4.86,11.86686,-23.7754
HIP 3415,Cygnus,4.52,9.70672,13.00832
HIP 3416,Leo,7.63,18.79015,6.60604
HIP 3417,Scorpius,4.98,0.15054,13.26456
HIP 3418,Aquarius,7.78,1.74656,40.90003
HIP 3419,Leo,7.61,7.28128,-45.46066
HIP 3420,Andromeda,1.15,7.83704,-2.53929
HIP 3421,Taurus,3.94,11.87755,41.48958
HIP 3422,Aquarius,7.28,23.47624,-75.19556
HIP 3423,Scorpius,2.99,9.6215,53.98273
HIP 3424,Lyra,1.63,0.74247,-22.02483
HIP 3425,Cygnus,7.17,11.19926,24.10092
HIP 3426,Cygnus,3.8,12.23215,4.85102
HIP 3427,Draco,7.52,20.92883,89.23666
HIP 3428,Andromeda,3.53,8.50595,57.81828
HIP 3429,Andromeda,5.86,23.93061,28.85564
HIP 3430,Orion,5.42,22.60317,-57.27345
HIP 3431,Orion,2.71,0.13481,77.7366
HIP 3432,Aquarius,1.32,18.50225,-41.9287
HIP 3433,Aquarius,6.52,10.03208,88.21882
HIP 3434,Cassiopeia,1.45,23.77219,35.99827
HIP 3435,Ursa Major,6.04,6.67835,30.88966
HIP 3436,Orion,1.17,4.17618,-56.32625
HIP 3437,Andromeda,4.88,4.99249,9.05664
HIP 3438,Ursa Major,7.7,20.78739,-9.51596
HIP 3439,Draco,4.37,17.5561,13.29612
HIP 3440,Cygnus,3.71,16.62563,64.55873
HIP 3441,Leo,5.19,9.15792,58.74668
HIP 3442,Andromeda,3.77,0.84416,20.60266
HIP 3443,Scorpius,3.98,15.06059,32.09727
HIP 3444,Ursa Major,4.47,17.08968,73.66904
HIP 3445,Draco,1.85,9.3214,38.71536
HIP 3446,Taurus,4.43,16.63949,27.63433
HIP 3447,Andromeda,5.47,10.8876,-32.83908
HIP 3448,Taurus,6.57,4.15868,30.69763
HIP 3449,Ursa Major,4.04,20.18651,-31.58262
HIP 3450,Lyra,1.26,20.08936,-20.04702
HIP 3451,Cygnus,5.27,23.91917,-69.68384
HIP 3452,Pegasus,1.95,4.13755,25.39322
HIP 3453,Taurus,7.78,23.09139,-11.56282
HIP 3454,Scorpius,3.36,16.58245,77.6424
HIP 3455,Draco,7.9,19.92967,26.9258
HIP 3456,Aquarius,7.7,2.0224,-50.4207
HIP 3457,Ursa Major,4.6,17.10292,72.79314
HIP 3458,Draco,6.31,19.4843,23.31931
HIP 3459,Andromeda,2.07,23.97579,-13.44285
HIP 3460,Lyra,1.09,16.82813,78.2984
HIP 3461,Ursa Major,6.77,1.87046,-15.97468
HIP 3462,Pegasus,1.04,14.60107,-89.47163
HIP 3463,Orion,4.16,1.1749,-83.65942
HIP 3464,Scorpius,3.42,15.85402,32.96531
HIP 3465,Cassiopeia,6.62,23.77101,-69.28438
HIP 3466,Leo,1.52,11.89969,-45.22451
HIP 3467,Draco,7.66,12.83262,11.38836
HIP 3468,Pegasus,2.28,23.97199,-21.92576
HIP 3469,Taurus,6.73,14.15472,-35.26015
HIP 3470,Ursa Major,2.25,4.5816,-77.48602
HIP 3471,Ursa Major,3.92,21.36524,-86.76945
HIP 3472,Cygnus,3.61,18.36259,-24.35409
HIP 3473,Aquarius,3.41,15.02675,-37.3659
HIP 3474,Orion,5.59,8.2982,-71.60332
HIP 3475,Andromeda,6.17,9.11772,-33.25374
HIP 3476,Scorpius,4.6,11.89407,62.78957
HIP 3477,Andromeda,5.71,2.24608,17.37398
HIP 3478,Andromeda,5.99,12.75858,54.30038
HIP 3479,Cygnus,1.35,5.64759,89.12051
HIP 3480,Taurus,2.92,4.4422,-1.96837
HIP 3481,Andromeda,1.89,2.38319,-26.53985
HIP 3482,Leo,3.46,16.79164,-50.75747
HIP 3483,Andromeda,2.84,21.07717,-9.56981
HIP 3484,Draco,4.7,12.03567,16.66966
HIP 3485,Pegasus,5.36,17.03427,4.30809
HIP 3486,Aquarius,7.06,21.12534,42.46434
HIP 3487,Scorpius,3.23,1.30721,-7.28005
HIP 3488,Lyra,5.57,19.9356,59.12159
HIP 3489,Cygnus,2.13,2.2215,-72.67592
HIP 3490,Lyra,7.56,22.96555,19.41344
HIP 3491,Cassiopeia,5.39,8.84659,-33.44251
HIP 3492,Leo,5.29,1.2128,-52.2373
HIP 3493,Cygnus,5.1,9.93235,-34.64574
HIP 3494,Pegasus,1.42,8.34714,-3.05685
HIP 3495,Cassiopeia,4.8,17.41103,84.36386
HIP 3496,Scorpius,1.57,13.25989,7.87912
HIP 3497,Scorpius,7.71,2.58871,70.90177
HIP 3498,Pegasus,3.4,20.4292,-71.06154
HIP 3499,Ursa Major,7.94,22.08435,-81.70109
HIP 3500,Lyra,3.89,12.88092,79.47458
HIP 3501,Taurus,2.5,15.45572,-56.7952
HIP 3502,Cygnus,5.7,4.45737,56.40967
HIP 3503,Scorpius,4.5,11.08193,-24.18035
HIP 3504,Ursa Major,6.26,9.22271,-24.7539
HIP 3505,Ursa Major,2.35,17.82977,66.09027
HIP 3506,Andromeda,5.41,23.50029,-79.60436
HIP 3507,Draco,7.67,9.06444,6.67551
HIP 3508,Orion,3.59,4.88128,71.46729
HIP 3509,Leo,6.69,3.74139,75.75256
HIP 3510,Orion,3.41,20.92995,-59.57073
HIP 3511,Pegasus,4.16,19.68891,78.88364
HIP 3512,Draco,7.28,17.21927,68.15144
HIP 3513,Leo,5.8,2.71938,-66.0909
HIP 3514,Cassiopeia,3.82,21.50955,-44.66176
HIP 3515,Taurus,3.06,23.96425,-51.32991
HIP 3516,Leo,4.57,13.68105,52.59936
HIP 3517,Pegasus,1.26,22.5828,21.58902
HIP 3518,Andromeda,6.09,6.84364,73.87085
HIP 3519,Cygnus,2.64,2.94949,5.31637
HIP 3520,Taurus,7.48,16.18755,-63.55908
HIP 3521,Ursa Major,2.79,13.30829,-17.79712
HIP 3522,Draco,2.95,22.99161,72.59367
HIP 3523,Leo,7.67,3.87603,78.46342
HIP 3524,Ursa Major,5.64,7.4209,-50.37405
HIP 3525,Aquarius,2.79,5.60755,-19.45627
HIP 3526,Ursa Major,3.85,9.32607,-81.59491
HIP 3527,Orion,2.44,9.58165,7.29529
HIP 3528,Cassiopeia,2.36,10.73884,-19.47119
HIP 3529,Leo,1.36,6.6047,82.01842
HIP 3530,Aquarius,6.21,19.43776,-19.8417
HIP 3531,Aquarius,4.54,16.30382,-29.36885
HIP 3532,Cassiopeia,2.16,17.24299,56.95941
HIP 3533,Andromeda,6.52,14.36843,-1.59508
HIP 3534,Orion,3.33,0.65007,-19.75746
HIP 3535,Ursa Major,1.33,13.18795,68.17977
HIP 3536,Taurus,6.78,18.94687,70.85572
HIP 3537,Aquarius,3.68,7.67889,75.83044
HIP 3538,Scorpius,4.23,8.23732,-75.93986
HIP 3539,Scorpius,2.94,15.55007,58.54898
HIP 3540,Taurus,2.68,21.50122,85.95536
HIP 3541,Lyra,5.48,16.67527,-41.29562
HIP 3542,Lyra,1.29,0.44175,-25.58183
HIP 3543,Taurus,3.78,4.55973,75.65127
HIP 3544,Scorpius,7.83,0.02404,-83.06114
HIP 3545,Orion,5.89,20.32979,-71.54214
HIP 3546,Ursa Major,2.89,1.81966,-44.13171
HIP 3547,Taurus,3.06,2.13358,6.11862
HIP 3548,Scorpius,6.55,18.34317,82.82323
HIP 3549,Ursa Major,7.03,4.21439,24.75095
HIP 3550,Cygnus,1.6,23.76803,-84.91726
HIP 3551,Cassiopeia,1.65,8.35732,51.30836
HIP 3552,Leo,2.44,2.88965,79.92271
HIP 3553,Aquarius,2.79,18.56098,-20.42542
HIP 3554,Aquarius,6.04,18.13087,70.56181
HIP 3555,Aquarius,6,4.83282,71.7344
HIP 3556,Cygnus,1.09,11.21446,-60.50712
HIP 3557,Leo,4.94,3.09966,68.8412
HIP 3558,Cygnus,7.89,21.47168,82.2362
HIP 3559,Taurus,2.15,11.01052,-48.58609
HIP 3560,Orion,4.2,18.57732,42.20415
HIP 3561,Cygnus,4.4,20.73735,46.34259
HIP 3562,Lyra,7.95,18.6168,22.43773
HIP 3563,Draco,1.99,18.40785,43.29706
HIP 3564,Pegasus,7.59,9.54978,60.22703
HIP 3565,Aquarius,1.83,10.32191,9.98405
HIP 3566,Cygnus,2.98,21.77496,8.33112
HIP 3567,Taurus,3.22,9.33555,-87.85943
HIP 3568,Ursa Major,1.81,14.04307,12.08327
HIP 3569,Lyra,7.44,17.11369,9.0928
HIP 3570,Orion,3.54,9.7753,1.82883
HIP 3571,Aquarius,1.87,8.78817,-66.101
HIP 3572,Orion,1.54,14.93079,-9.42307
HIP 3573,Cassiopeia,5.25,5.10841,83.87775
HIP 3574,Lyra,5.71,4.93556,55.61422
HIP 3575,Aquarius,4.76,8.74471,63.43836
HIP 3576,Andromeda,1.87,11.11756,-16.52305
HIP 3577,Lyra,1.52,21.09129,52.02891
HIP 3578,Leo,4.73,6.08585,38.53431
HIP 3579,Leo,7.14,6.41177,26.76692
HIP 3580,Cygnus,5.16,21.75654,-41.38772
HIP 3581,Ursa Major,6.25,10.99168,66.52635
HIP 3582,Ursa Major,2.37,2.32972,13.29766
HIP 3583,Cygnus,7.6,3.26364,-71.03241
